3305.0000,0.0000
3305.1172,-0.0011
3305.2344,-0.0034
3305.3516,-0.0051
3305.4687,-0.0062
3305.5859,-0.0053
3305.7031,-0.0075
3305.8203,-0.0054
3305.9375,-0.0101
3306.0547,-0.0114
3306.1719,-0.0038
3306.2891,-0.0097
3306.4062,-0.0067
3306.5234,-0.0043
3306.6406,-0.0103
3306.7578,-0.0071
3306.8750,-0.0004
3306.9922,0.0010
3307.1094,-0.0051
3307.2266,-0.0124
3307.3437,-0.0051
3307.4609,-0.0004
3307.5781,-0.0017
3307.6953,0.0009
3307.8125,-0.0057
3307.9297,-0.0087
3308.0469,-0.0076
3308.1641,-0.0079
3308.2812,-0.0047
3308.3984,-0.0045
3308.5156,-0.0050
3308.6328,-0.0003
3308.7500,-0.0062
3308.8672,-0.0061
3308.9844,-0.0031
3309.1016,-0.0085
3309.2187,-0.0053
3309.3359,-0.0005
3309.4531,-0.0038
3309.5703,-0.0034
3309.6875,0.0033
3309.8047,0.0002
3309.9219,-0.0152
3310.0391,-0.0118
3310.1562,-0.0053
3310.2734,-0.0028
3310.3906,-0.0029
3310.5078,-0.0011
3310.6250,-0.0069
3310.7422,-0.0080
3310.8594,-0.0033
3310.9766,-0.0049
3311.0937,-0.0118
3311.2109,-0.0040
3311.3281,-0.0025
3311.4453,-0.0040
3311.5625,-0.0015
3311.6797,0.0006
3311.7969,-0.0099
3311.9141,-0.0078
3312.0312,-0.0047
3312.1484,-0.0040
3312.2656,-0.0013
3312.3828,-0.0010
3312.5000,-0.0023
3312.6172,-0.0081
3312.7344,-0.0098
3312.8516,-0.0119
3312.9687,-0.0089
3313.0859,0.0007
3313.2031,-0.0034
3313.3203,-0.0029
3313.4375,0.0037
3313.5547,-0.0016
3313.6719,-0.0046
3313.7891,-0.0027
3313.9062,-0.0032
3314.0234,0.0017
3314.1406,0.0032
3314.2578,-0.0070
3314.3750,-0.0050
3314.4922,0.0011
3314.6094,0.0020
3314.7266,-0.0070
3314.8437,-0.0141
3314.9609,-0.0076
3315.0781,-0.0005
3315.1953,-0.0020
3315.3125,-0.0035
3315.4297,-0.0011
3315.5469,-0.0007
3315.6641,-0.0020
3315.7812,-0.0040
3315.8984,-0.0087
3316.0156,-0.0097
3316.1328,-0.0033
3316.2500,-0.0072
3316.3672,-0.0078
3316.4844,-0.0023
3316.6016,-0.0055
3316.7187,-0.0062
3316.8359,-0.0083
3316.9531,-0.0014
3317.0703,-0.0027
3317.1875,-0.0002
3317.3047,-0.0000
3317.4219,-0.0023
3317.5391,0.0060
3317.6562,-0.0014
3317.7734,-0.0026
3317.8906,0.0009
3318.0078,-0.0028
3318.1250,-0.0105
3318.2422,-0.0074
3318.3594,-0.0030
3318.4766,-0.0028
3318.5937,-0.0033
3318.7109,-0.0080
3318.8281,-0.0065
3318.9453,-0.0069
3319.0625,0.0041
3319.1797,0.0003
3319.2969,0.0008
3319.4141,-0.0013
3319.5312,-0.0028
3319.6484,-0.0066
3319.7656,0.0016
3319.8828,0.0007
3320.0000,-0.0011
3320.1172,0.0003
3320.2344,0.0033
3320.3516,0.0027
3320.4687,-0.0014
3320.5859,-0.0063
3320.7031,-0.0059
3320.8203,-0.0088
3320.9375,-0.0050
3321.0547,-0.0041
3321.1719,-0.0053
3321.2891,-0.0065
3321.4062,0.0001
3321.5234,0.0144
3321.6406,0.0030
3321.7578,0.0008
3321.8750,0.0001
3321.9922,-0.0008
3322.1094,-0.0006
3322.2266,-0.0010
3322.3437,-0.0035
3322.4609,-0.0021
3322.5781,0.0019
3322.6953,-0.0015
3322.8125,0.0001
3322.9297,-0.0006
3323.0469,0.0015
3323.1641,-0.0017
3323.2812,-0.0043
3323.3984,-0.0006
3323.5156,0.0087
3323.6328,0.0111
3323.7500,0.0097
3323.8672,0.0066
3323.9844,0.0091
3324.1016,-0.0025
3324.2187,-0.0026
3324.3359,-0.0001
3324.4531,-0.0006
3324.5703,-0.0022
3324.6875,-0.0014
3324.8047,0.0016
3324.9219,0.0011
3325.0391,0.0019
3325.1562,0.0028
3325.2734,0.0082
3325.3906,0.0071
3325.5078,0.0046
3325.6250,0.0025
