3305.0000,0.0000
3305.1172,-0.0033
3305.2344,-0.0025
3305.3516,-0.0091
3305.4687,0.0002
3305.5859,0.0017
3305.7031,0.0014
3305.8203,-0.0013
3305.9375,0.0097
3306.0547,0.0087
3306.1719,0.0067
3306.2891,-0.0020
3306.4062,-0.0037
3306.5234,-0.0036
3306.6406,-0.0077
3306.7578,-0.0054
3306.8750,0.0008
3306.9922,-0.0040
3307.1094,-0.0009
3307.2266,0.0067
3307.3437,0.0141
3307.4609,0.0017
3307.5781,-0.0013
3307.6953,0.0088
3307.8125,0.0132
3307.9297,-0.0034
3308.0469,0.0016
3308.1641,0.0072
3308.2812,0.0040
3308.3984,0.0060
3308.5156,0.0136
3308.6328,0.0101
3308.7500,0.0086
3308.8672,0.0038
3308.9844,0.0060
3309.1016,0.0163
3309.2187,0.0214
3309.3359,0.0070
3309.4531,0.0008
3309.5703,0.0091
3309.6875,0.0117
3309.8047,0.0080
3309.9219,0.0072
3310.0391,0.0084
3310.1562,0.0073
3310.2734,0.0045
3310.3906,0.0052
3310.5078,0.0114
3310.6250,0.0017
3310.7422,-0.0010
3310.8594,0.0083
3310.9766,0.0071
3311.0937,0.0091
3311.2109,0.0080
3311.3281,0.0051
3311.4453,-0.0004
3311.5625,0.0055
3311.6797,0.0093
3311.7969,0.0118
3311.9141,-0.0016
3312.0312,0.0014
3312.1484,0.0088
3312.2656,0.0187
3312.3828,0.0154
3312.5000,0.0106
3312.6172,0.0146
3312.7344,0.0088
3312.8516,0.0059
3312.9687,0.0199
3313.0859,0.0082
3313.2031,0.0061
3313.3203,0.0029
3313.4375,0.0111
3313.5547,0.0178
3313.6719,0.0129
3313.7891,0.0156
3313.9062,0.0186
3314.0234,0.0143
3314.1406,0.0102
3314.2578,0.0223
3314.3750,0.0174
3314.4922,0.0132
3314.6094,0.0213
3314.7266,0.0195
3314.8437,0.0097
3314.9609,0.0177
3315.0781,0.0251
3315.1953,0.0163
3315.3125,0.0128
3315.4297,0.0158
3315.5469,0.0223
3315.6641,0.0161
3315.7812,0.0180
3315.8984,0.0259
3316.0156,0.0336
3316.1328,0.0243
3316.2500,0.0207
3316.3672,0.0260
3316.4844,0.0254
3316.6016,0.0303
3316.7187,0.0276
3316.8359,0.0314
3316.9531,0.0186
3317.0703,0.0203
3317.1875,0.0206
3317.3047,0.0243
3317.4219,0.0242
3317.5391,0.0309
3317.6562,0.0308
3317.7734,0.0244
3317.8906,0.0210
3318.0078,0.0224
3318.1250,0.0258
3318.2422,0.0216
3318.3594,0.0170
3318.4766,0.0191
3318.5937,0.0271
3318.7109,0.0331
3318.8281,0.0363
3318.9453,0.0299
3319.0625,0.0299
3319.1797,0.0216
3319.2969,0.0292
3319.4141,0.0371
3319.5312,0.0290
3319.6484,0.0309
3319.7656,0.0233
3319.8828,0.0283
3320.0000,0.0384
3320.1172,0.0402
3320.2344,0.0390
3320.3516,0.0334
3320.4687,0.0399
3320.5859,0.0372
3320.7031,0.0364
3320.8203,0.0452
3320.9375,0.0395
3321.0547,0.0416
3321.1719,0.0419
3321.2891,0.0348
3321.4062,0.0410
3321.5234,0.0411
3321.6406,0.0395
3321.7578,0.0317
3321.8750,0.0342
3321.9922,0.0438
3322.1094,0.0403
3322.2266,0.0425
3322.3437,0.0526
3322.4609,0.0495
3322.5781,0.0653
3322.6953,0.0613
3322.8125,0.0520
3322.9297,0.0543
3323.0469,0.0552
3323.1641,0.0592
3323.2812,0.0663
3323.3984,0.0634
3323.5156,0.0598
3323.6328,0.0662
3323.7500,0.0555
3323.8672,0.0657
3323.9844,0.0626
3324.1016,0.0644
3324.2187,0.0708
3324.3359,0.0707
3324.4531,0.0635
3324.5703,0.0624
3324.6875,0.0785
3324.8047,0.0698
3324.9219,0.0645
3325.0391,0.0721
3325.1562,0.0781
3325.2734,0.0837
3325.3906,0.0818
3325.5078,0.0940
3325.6250,0.1037
3325.7422,0.0938
3325.8594,0.0943
3325.9766,0.0944
3326.0937,0.0836
3326.2109,0.0872
3326.3281,0.0956
3326.4453,0.0963
3326.5625,0.1024
3326.6797,0.0995
3326.7969,0.1052
3326.9141,0.1046
3327.0312,0.1145
3327.1484,0.1120
3327.2656,0.1180
3327.3828,0.1229
3327.5000,0.1178
3327.6172,0.1088
3327.7344,0.1157
3327.8516,0.1152
3327.9687,0.1193
3328.0859,0.1182
3328.2031,0.1300
3328.3203,0.1318
3328.4375,0.1317
3328.5547,0.1292
3328.6719,0.1389
3328.7891,0.1426
3328.9062,0.1550
3329.0234,0.1498
3329.1406,0.1506
3329.2578,0.1670
3329.3750,0.1634
3329.4922,0.1643
3329.6094,0.1723
3329.7266,0.1779
3329.8437,0.1856
3329.9609,0.1847
3330.0781,0.1934
3330.1953,0.1856
3330.3125,0.2009
3330.4297,0.2048
3330.5469,0.2101
3330.6641,0.2164
3330.7812,0.2208
3330.8984,0.2184
3331.0156,0.2269
3331.1328,0.2414
3331.2500,0.2548
3331.3672,0.2510
3331.4844,0.2526
3331.6016,0.2595
3331.7187,0.2704
3331.8359,0.2742
3331.9531,0.2822
3332.0703,0.2889
3332.1875,0.2927
3332.3047,0.2928
3332.4219,0.3033
3332.5391,0.3169
3332.6562,0.3222
3332.7734,0.3256
3332.8906,0.3391
3333.0078,0.3551
3333.1250,0.3612
3333.2422,0.3769
3333.3594,0.3969
3333.4766,0.4042
3333.5937,0.4086
3333.7109,0.4138
3333.8281,0.4187
3333.9453,0.4378
3334.0625,0.4643
3334.1797,0.4789
3334.2969,0.4956
3334.4141,0.5027
3334.5312,0.5108
3334.6484,0.5228
3334.7656,0.5542
3334.8828,0.5722
3335.0000,0.5943
3335.1172,0.6236
3335.2344,0.6339
3335.3516,0.6410
3335.4687,0.6604
3335.5859,0.6878
3335.7031,0.7095
3335.8203,0.7288
3335.9375,0.7531
3336.0547,0.7771
3336.1719,0.8079
3336.2891,0.8367
3336.4062,0.8611
3336.5234,0.8958
3336.6406,0.9247
3336.7578,0.9561
3336.8750,0.9802
3336.9922,1.0116
3337.1094,1.0463
3337.2266,1.0810
3337.3437,1.1157
3337.4609,1.1581
3337.5781,1.1998
3337.6953,1.2462
3337.8125,1.2861
3337.9297,1.3243
3338.0469,1.3686
3338.1641,1.4121
3338.2812,1.4664
3338.3984,1.5167
3338.5156,1.5648
3338.6328,1.6148
3338.7500,1.6748
3338.8672,1.7316
3338.9844,1.7877
3339.1016,1.8476
3339.2187,1.9057
3339.3359,1.9674
3339.4531,2.0309
3339.5703,2.1027
3339.6875,2.1528
3339.8047,2.2126
3339.9219,2.2930
3340.0391,2.3646
3340.1562,2.4317
3340.2734,2.4939
3340.3906,2.5593
3340.5078,2.6249
3340.6250,2.6812
3340.7422,2.7461
3340.8594,2.8128
3340.9766,2.8727
3341.0937,2.9405
3341.2109,2.9898
3341.3281,3.0450
3341.4453,3.0842
3341.5625,3.1350
3341.6797,3.1784
3341.7969,3.2068
3341.9141,3.2345
3342.0312,3.2456
3342.1484,3.2704
3342.2656,3.2898
3342.3828,3.2886
3342.5000,3.2865
3342.6172,3.2964
3342.7344,3.2737
3342.8516,3.2485
3342.9687,3.2285
3343.0859,3.2050
3343.2031,3.1776
3343.3203,3.1297
3343.4375,3.0780
3343.5547,3.0383
3343.6719,2.9904
3343.7891,2.9385
3343.9062,2.8869
3344.0234,2.8175
3344.1406,2.7613
3344.2578,2.6976
